Node ID,Parent ID,Node Type,Sort Key,Path,Layer ID,Layer Name,Name,Phase,Outcome,Depends On,Parallel Safe,Projects,Files / Globs,Schema Contexts,Contracts / APIs,Gate,Acceptance,Baseline Version,Record Version,Effective From,Status,Breakdown Complete,Manual Progress,Owner,Priority,Risk,Source,Change ID,Supersedes Version,Is Current,Notes
S-01-1.1.1.2.2,T-01-1.1.1.2,Subtask,01.001.001.001.002.002,"01 CORE > F-01-1 Identity and Authentication > M-01-1.1 Identity domain and schema > WI-01-1.1.1 User and Credential aggregates > T-01-1.1.1.2 Define Credential aggregate with hash storage > S-01-1.1.1.2.2 CredentialKind - Password, ApiKey, ExternalProvider",01,CORE,"CredentialKind - Password, ApiKey, ExternalProvider",P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-01-1.1.1.2.3,T-01-1.1.1.2,Subtask,01.001.001.001.002.003,01 CORE > F-01-1 Identity and Authentication > M-01-1.1 Identity domain and schema > WI-01-1.1.1 User and Credential aggregates > T-01-1.1.1.2 Define Credential aggregate with hash storage > S-01-1.1.1.2.3 Unit test proving hash verification and rejection,01,CORE,Unit test proving hash verification and rejection,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-01-1.1.2,M-01-1.1,WorkItem,01.001.001.002,01 CORE > F-01-1 Identity and Authentication > M-01-1.1 Identity domain and schema > WI-01-1.1.2 Session aggregate,01,CORE,Session aggregate,P1,,,,Nexus.Platform.Identity,,core,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-1.1.2.1,WI-01-1.1.2,Task,01.001.001.002.001,"01 CORE > F-01-1 Identity and Authentication > M-01-1.1 Identity domain and schema > WI-01-1.1.2 Session aggregate > T-01-1.1.2.1 Define Session with issue, refresh and revoke",01,CORE,"Define Session with issue, refresh and revoke",P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-01-1.1.2.1.1,T-01-1.1.2.1,Subtask,01.001.001.002.001.001,"01 CORE > F-01-1 Identity and Authentication > M-01-1.1 Identity domain and schema > WI-01-1.1.2 Session aggregate > T-01-1.1.2.1 Define Session with issue, refresh and revoke > S-01-1.1.2.1.1 Absolute and sliding expiry",01,CORE,Absolute and sliding expiry,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-01-1.1.2.1.2,T-01-1.1.2.1,Subtask,01.001.001.002.001.002,"01 CORE > F-01-1 Identity and Authentication > M-01-1.1 Identity domain and schema > WI-01-1.1.2 Session aggregate > T-01-1.1.2.1 Define Session with issue, refresh and revoke > S-01-1.1.2.1.2 Revocation list honoured on validation",01,CORE,Revocation list honoured on validation,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-01-1.1.3,M-01-1.1,WorkItem,01.001.001.003,01 CORE > F-01-1 Identity and Authentication > M-01-1.1 Identity domain and schema > WI-01-1.1.3 EF configuration and migration,01,CORE,EF configuration and migration,P1,,,,Nexus.Platform.Persistence,,core,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-1.1.3.1,WI-01-1.1.3,Task,01.001.001.003.001,01 CORE > F-01-1 Identity and Authentication > M-01-1.1 Identity domain and schema > WI-01-1.1.3 EF configuration and migration > T-01-1.1.3.1 IEntityTypeConfiguration per aggregate,01,CORE,IEntityTypeConfiguration per aggregate,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-1.1.3.2,WI-01-1.1.3,Task,01.001.001.003.002,01 CORE > F-01-1 Identity and Authentication > M-01-1.1 Identity domain and schema > WI-01-1.1.3 EF configuration and migration > T-01-1.1.3.2 Single clean migration creating the identity schema,01,CORE,Single clean migration creating the identity schema,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
M-01-1.2,F-01-1,Milestone,01.001.002,01 CORE > F-01-1 Identity and Authentication > M-01-1.2 Authentication flow,01,CORE,Authentication flow,P1,A real user signs in and receives a token that every Nexus host validates.,M-01-1.1,Yes,,,,,GATE_A,"Sign-in with valid credentials returns a signed token. | Sign-in with invalid credentials returns 401 and records an audit entry. | An expired or revoked token is rejected by every host. | Token signing key is resolved through ISecretResolver, never appsettings.",1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-01-1.2.1,M-01-1.2,WorkItem,01.001.002.001,01 CORE > F-01-1 Identity and Authentication > M-01-1.2 Authentication flow > WI-01-1.2.1 Token issue and validation,01,CORE,Token issue and validation,P1,,,,Nexus.Platform.Identity,,,Nexus.Platform.Contracts,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-1.2.1.1,WI-01-1.2.1,Task,01.001.002.001.001,01 CORE > F-01-1 Identity and Authentication > M-01-1.2 Authentication flow > WI-01-1.2.1 Token issue and validation > T-01-1.2.1.1 JWT issuance with tenant and permission claims,01,CORE,JWT issuance with tenant and permission claims,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-01-1.2.1.1.1,T-01-1.2.1.1,Subtask,01.001.002.001.001.001,"01 CORE > F-01-1 Identity and Authentication > M-01-1.2 Authentication flow > WI-01-1.2.1 Token issue and validation > T-01-1.2.1.1 JWT issuance with tenant and permission claims > S-01-1.2.1.1.1 Claims include UserId, TenantId, permission set version",01,CORE,"Claims include UserId, TenantId, permission set version",P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-01-1.2.1.1.2,T-01-1.2.1.1,Subtask,01.001.002.001.001.002,01 CORE > F-01-1 Identity and Authentication > M-01-1.2 Authentication flow > WI-01-1.2.1 Token issue and validation > T-01-1.2.1.1 JWT issuance with tenant and permission claims > S-01-1.2.1.1.2 Short access token lifetime with refresh,01,CORE,Short access token lifetime with refresh,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-1.2.1.2,WI-01-1.2.1,Task,01.001.002.001.002,01 CORE > F-01-1 Identity and Authentication > M-01-1.2 Authentication flow > WI-01-1.2.1 Token issue and validation > T-01-1.2.1.2 Shared validation middleware for all hosts,01,CORE,Shared validation middleware for all hosts,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-01-1.2.2,M-01-1.2,WorkItem,01.001.002.002,01 CORE > F-01-1 Identity and Authentication > M-01-1.2 Authentication flow > WI-01-1.2.2 Sign-in endpoint and rate limiting,01,CORE,Sign-in endpoint and rate limiting,P1,,,,Nexus.Platform.Identity,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-1.2.2.1,WI-01-1.2.2,Task,01.001.002.002.001,01 CORE > F-01-1 Identity and Authentication > M-01-1.2 Authentication flow > WI-01-1.2.2 Sign-in endpoint and rate limiting > T-01-1.2.2.1 POST sign-in with lockout after repeated failure,01,CORE,POST sign-in with lockout after repeated failure,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-1.2.2.2,WI-01-1.2.2,Task,01.001.002.002.002,"01 CORE > F-01-1 Identity and Authentication > M-01-1.2 Authentication flow > WI-01-1.2.2 Sign-in endpoint and rate limiting > T-01-1.2.2.2 Audit every authentication attempt, success and failure",01,CORE,"Audit every authentication attempt, success and failure",P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
F-01-2,01,Feature,01.002,01 CORE > F-01-2 Tenancy and Organisation,01,CORE,Tenancy and Organisation,P1,Replace the row-level security that leaves the system when Dataverse is removed. Without enforced tenant isolation there is no authorization anywhere in Nexus.,,,,,,,,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,"Organisations, tenancy, membership"
M-01-2.1,F-01-2,Milestone,01.002.001,01 CORE > F-01-2 Tenancy and Organisation > M-01-2.1 Organisation and tenant with enforced isolation,01,CORE,Organisation and tenant with enforced isolation,P1,"Every query is tenant-scoped by construction, and cross-tenant access is impossible rather than merely discouraged.",M-01-1.2,No,,,schema:core,,GATE_A,"A user in tenant A cannot read tenant B data - proven by an integration test written before the implementation. | A query that omits the tenant filter fails at build time or throws, rather than returning all tenants. | ITenantResolver returns the tenant from the token, never a constant.",1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,High,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-01-2.1.1,M-01-2.1,WorkItem,01.002.001.001,01 CORE > F-01-2 Tenancy and Organisation > M-01-2.1 Organisation and tenant with enforced isolation > WI-01-2.1.1 Organisation and Tenant aggregates,01,CORE,Organisation and Tenant aggregates,P1,,,,Nexus.Platform.Identity,,core,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-2.1.1.1,WI-01-2.1.1,Task,01.002.001.001.001,01 CORE > F-01-2 Tenancy and Organisation > M-01-2.1 Organisation and tenant with enforced isolation > WI-01-2.1.1 Organisation and Tenant aggregates > T-01-2.1.1.1 Define Organisation and Tenant with membership,01,CORE,Define Organisation and Tenant with membership,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-2.1.1.2,WI-01-2.1.1,Task,01.002.001.001.002,01 CORE > F-01-2 Tenancy and Organisation > M-01-2.1 Organisation and tenant with enforced isolation > WI-01-2.1.1 Organisation and Tenant aggregates > T-01-2.1.1.2 Real ITenantResolver over the token principal,01,CORE,Real ITenantResolver over the token principal,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-01-2.1.2,M-01-2.1,WorkItem,01.002.001.002,01 CORE > F-01-2 Tenancy and Organisation > M-01-2.1 Organisation and tenant with enforced isolation > WI-01-2.1.2 Query-level tenant enforcement,01,CORE,Query-level tenant enforcement,P1,,,,Nexus.Platform.Persistence,,core,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-2.1.2.1,WI-01-2.1.2,Task,01.002.001.002.001,01 CORE > F-01-2 Tenancy and Organisation > M-01-2.1 Organisation and tenant with enforced isolation > WI-01-2.1.2 Query-level tenant enforcement > T-01-2.1.2.1 EF global query filter on every tenant-owned entity,01,CORE,EF global query filter on every tenant-owned entity,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-01-2.1.2.1.1,T-01-2.1.2.1,Subtask,01.002.001.002.001.001,01 CORE > F-01-2 Tenancy and Organisation > M-01-2.1 Organisation and tenant with enforced isolation > WI-01-2.1.2 Query-level tenant enforcement > T-01-2.1.2.1 EF global query filter on every tenant-owned entity > S-01-2.1.2.1.1 ITenantOwned marker interface applied by convention,01,CORE,ITenantOwned marker interface applied by convention,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-01-2.1.2.1.2,T-01-2.1.2.1,Subtask,01.002.001.002.001.002,01 CORE > F-01-2 Tenancy and Organisation > M-01-2.1 Organisation and tenant with enforced isolation > WI-01-2.1.2 Query-level tenant enforcement > T-01-2.1.2.1 EF global query filter on every tenant-owned entity > S-01-2.1.2.1.2 Architecture test failing any ITenantOwned type without a filter,01,CORE,Architecture test failing any ITenantOwned type without a filter,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-2.1.2.2,WI-01-2.1.2,Task,01.002.001.002.002,01 CORE > F-01-2 Tenancy and Organisation > M-01-2.1 Organisation and tenant with enforced isolation > WI-01-2.1.2 Query-level tenant enforcement > T-01-2.1.2.2 Cross-tenant denial integration test - write this first,01,CORE,Cross-tenant denial integration test - write this first,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
F-01-3,01,Feature,01.003,01 CORE > F-01-3 Authorization,01,CORE,Authorization,P1,"Turn permissions from placeholders into evaluated decisions, so approvals and reviews in Developer mean something.",,,,,,,,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,"Authorization, roles, permissions, policies"
M-01-3.1,F-01-3,Milestone,01.003.001,"01 CORE > F-01-3 Authorization > M-01-3.1 Roles, permissions and evaluation",01,CORE,"Roles, permissions and evaluation",P1,"Every endpoint's access decision is computed from the caller's roles, not stubbed.",M-01-2.1,Yes,,,schema:core,,GATE_A,"IAuthorizationService evaluates a real permission set. | Every Experience and Developer endpoint rejects unauthenticated requests. | A user without a permission receives 403 and an audit entry is recorded. | ChatTurnIdentity returns real values - no hardcoded tenant, no placeholder permissions.",1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-01-3.1.1,M-01-3.1,WorkItem,01.003.001.001,"01 CORE > F-01-3 Authorization > M-01-3.1 Roles, permissions and evaluation > WI-01-3.1.1 Role and permission model",01,CORE,Role and permission model,P1,,,,Nexus.Platform.Authorization,,core,Nexus.Platform.Contracts,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-3.1.1.1,WI-01-3.1.1,Task,01.003.001.001.001,"01 CORE > F-01-3 Authorization > M-01-3.1 Roles, permissions and evaluation > WI-01-3.1.1 Role and permission model > T-01-3.1.1.1 Define Role, Permission, RoleAssignment",01,CORE,"Define Role, Permission, RoleAssignment",P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-3.1.1.2,WI-01-3.1.1,Task,01.003.001.001.002,"01 CORE > F-01-3 Authorization > M-01-3.1 Roles, permissions and evaluation > WI-01-3.1.1 Role and permission model > T-01-3.1.1.2 Permission evaluation with role inheritance",01,CORE,Permission evaluation with role inheritance,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-01-3.1.2,M-01-3.1,WorkItem,01.003.001.002,"01 CORE > F-01-3 Authorization > M-01-3.1 Roles, permissions and evaluation > WI-01-3.1.2 Endpoint enforcement",01,CORE,Endpoint enforcement,P1,,,,Nexus.Platform.Authorization,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-3.1.2.1,WI-01-3.1.2,Task,01.003.001.002.001,"01 CORE > F-01-3 Authorization > M-01-3.1 Roles, permissions and evaluation > WI-01-3.1.2 Endpoint enforcement > T-01-3.1.2.1 Authorization filter applied by default, opt-out per endpoint",01,CORE,"Authorization filter applied by default, opt-out per endpoint",P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-3.1.2.2,WI-01-3.1.2,Task,01.003.001.002.002,"01 CORE > F-01-3 Authorization > M-01-3.1 Roles, permissions and evaluation > WI-01-3.1.2 Endpoint enforcement > T-01-3.1.2.2 Replace ChatTurnIdentity placeholder implementation",01,CORE,Replace ChatTurnIdentity placeholder implementation,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
M-01-3.2,F-01-3,Milestone,01.003.002,01 CORE > F-01-3 Authorization > M-01-3.2 Policy-based and attribute-based rules,01,CORE,Policy-based and attribute-based rules,P3,"Access decisions can depend on resource attributes, not only roles.",M-01-3.1,Yes,,,schema:core,,,A policy restricting access by resource owner is expressible without code change.,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,Low,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
F-01-4,01,Feature,01.004,01 CORE > F-01-4 Audit and Usage,01,CORE,Audit and Usage,P1,Make parallel work reviewable and AI cost enforceable. Both are currently console output and in-memory counters that vanish on restart.,,,,,,,,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,"Audit, usage metering, quota"
M-01-4.1,F-01-4,Milestone,01.004.001,01 CORE > F-01-4 Audit and Usage > M-01-4.1 Durable audit log,01,CORE,Durable audit log,P1,"ConsoleAuditLog is replaced by a queryable store, so who did what is answerable after the fact.",M-01-1.1,Yes,,,schema:core,,GATE_A,"Audit entries are queryable by user, tenant, action and date range. | Every authentication, authorization denial and privileged action writes one. | ConsoleAuditLog remains only as a test double.",1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-01-4.1.1,M-01-4.1,WorkItem,01.004.001.001,01 CORE > F-01-4 Audit and Usage > M-01-4.1 Durable audit log > WI-01-4.1.1 SQL-backed IAuditLog,01,CORE,SQL-backed IAuditLog,P1,,,,Nexus.Platform.Core,,core,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-4.1.1.1,WI-01-4.1.1,Task,01.004.001.001.001,01 CORE > F-01-4 Audit and Usage > M-01-4.1 Durable audit log > WI-01-4.1.1 SQL-backed IAuditLog > T-01-4.1.1.1 AuditEntry aggregate and append-only write path,01,CORE,AuditEntry aggregate and append-only write path,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-4.1.1.2,WI-01-4.1.1,Task,01.004.001.001.002,"01 CORE > F-01-4 Audit and Usage > M-01-4.1 Durable audit log > WI-01-4.1.1 SQL-backed IAuditLog > T-01-4.1.1.2 Query API by actor, action, resource and window",01,CORE,"Query API by actor, action, resource and window",P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
M-01-4.2,F-01-4,Milestone,01.004.002,01 CORE > F-01-4 Audit and Usage > M-01-4.2 Durable usage metering,01,CORE,Durable usage metering,P2,"Token and cost consumption per tenant survives restart, making parallel AI workers financially bounded.",M-01-1.1,Yes,,,schema:core,,GATE_B,"Usage aggregates by tenant, product and model over a date range. | A quota policy can deny an invocation based on recorded usage. | InMemoryUsageMeter remains only as a test double.",1.0,1.0,2026-08-25,Planned,No,,Unassigned,Medium,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-01-4.2.1,M-01-4.2,WorkItem,01.004.002.001,01 CORE > F-01-4 Audit and Usage > M-01-4.2 Durable usage metering > WI-01-4.2.1 SQL-backed IUsageMeter and enforcing IQuotaPolicy,01,CORE,SQL-backed IUsageMeter and enforcing IQuotaPolicy,P2,,,,Nexus.Platform.Core,,core,,GATE_B,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,Medium,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-4.2.1.1,WI-01-4.2.1,Task,01.004.002.001.001,01 CORE > F-01-4 Audit and Usage > M-01-4.2 Durable usage metering > WI-01-4.2.1 SQL-backed IUsageMeter and enforcing IQuotaPolicy > T-01-4.2.1.1 UsageRecord write path on every model invocation,01,CORE,UsageRecord write path on every model invocation,P2,,,,,,,,GATE_B,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,Medium,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-01-4.2.1.2,WI-01-4.2.1,Task,01.004.002.001.002,01 CORE > F-01-4 Audit and Usage > M-01-4.2 Durable usage metering > WI-01-4.2.1 SQL-backed IUsageMeter and enforcing IQuotaPolicy > T-01-4.2.1.2 Replace PermissiveQuotaPolicy with a limit-aware policy,01,CORE,Replace PermissiveQuotaPolicy with a limit-aware policy,P2,,,,,,,,GATE_B,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,Medium,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
